identifier,prdkindid,sensor,beginPosition,endPosition,pysical,totalQualityCode,size,processingLevel,version
LANCEMODIS:957789309,28002002,AQUA(CMR)/MODIS,2020-02-25 05:30:00.000000,2020-02-25 05:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.4759044647217,,
LAADS:5195737387,29002002,TERRA/MODIS,2020-02-25 02:25:00.000000,2020-02-25 02:30:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.6634492874146,,
LANCEMODIS:957733880,29002002,TERRA/MODIS,2020-02-25 02:25:00.000000,2020-02-25 02:30:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.6680469512939,,
LANCEMODIS:958485203,29002002,TERRA/MODIS,2020-02-26 03:10:00.000000,2020-02-26 03:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.9382457733154,,
LAADS:5199092718,29002002,TERRA/MODIS,2020-02-26 03:10:00.000000,2020-02-26 03:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.9083862304688,,
LANCEMODIS:959120170,29002002,TERRA/MODIS,2020-02-27 02:15:00.000000,2020-02-27 02:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.4196453094482,,
LAADS:5199526505,28002002,AQUA(CMR)/MODIS,2020-02-26 04:35:00.000000,2020-02-26 04:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.7137050628662,,
LANCEMODIS:958513666,28002002,AQUA(CMR)/MODIS,2020-02-26 04:35:00.000000,2020-02-26 04:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.7420101165771,,
LAADS:5200202694,28002002,AQUA(CMR)/MODIS,2020-02-27 05:20:00.000000,2020-02-27 05:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.79432201385498,,
LANCEMODIS:959182775,28002002,AQUA(CMR)/MODIS,2020-02-27 05:20:00.000000,2020-02-27 05:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.79958248138428,,
LANCEMODIS:959783642,29002002,TERRA/MODIS,2020-02-28 02:55:00.000000,2020-02-28 03:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,6.85324668884277,,
LANCEMODIS:959777821,29002002,TERRA/MODIS,2020-02-28 03:00:00.000000,2020-02-28 03:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.7633724212646,,
LAADS:5203285243,28002002,AQUA(CMR)/MODIS,2020-02-28 06:00:00.000000,2020-02-28 06:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.4366292953491,,
LANCEMODIS:959862018,28002002,AQUA(CMR)/MODIS,2020-02-28 06:00:00.000000,2020-02-28 06:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.4397945404053,,
LANCEMODIS:960408020,29002002,TERRA/MODIS,2020-02-29 02:00:00.000000,2020-02-29 02:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.3099203109741,,
LANCEMODIS:960410113,29002002,TERRA/MODIS,2020-02-29 02:05:00.000000,2020-02-29 02:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.17245864868164,,
LANCEMODIS:961082915,29002002,TERRA/MODIS,2020-03-01 02:45:00.000000,2020-03-01 02:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.4301958084106,,
LAADS:5206522045,28002002,AQUA(CMR)/MODIS,2020-02-29 05:05:00.000000,2020-02-29 05:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.8746433258057,,
LANCEMODIS:960485051,28002002,AQUA(CMR)/MODIS,2020-02-29 05:05:00.000000,2020-02-29 05:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.8875112533569,,
LANCEMODIS:961692956,29002002,TERRA/MODIS,2020-03-02 01:50:00.000000,2020-03-02 01:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.5465698242188,,
LAADS:5207980934,28002002,AQUA(CMR)/MODIS,2020-03-01 05:50:00.000000,2020-03-01 05:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.3574466705322,,
LANCEMODIS:961154191,28002002,AQUA(CMR)/MODIS,2020-03-01 05:50:00.000000,2020-03-01 05:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.3800868988037,,
LAADS:5210512825,28002002,AQUA(CMR)/MODIS,2020-03-02 04:55:00.000000,2020-03-02 05:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.2472333908081,,
LANCEMODIS:961785974,28002002,AQUA(CMR)/MODIS,2020-03-02 04:55:00.000000,2020-03-02 05:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.2568702697754,,
LANCEMODIS:962382996,29002002,TERRA/MODIS,2020-03-03 02:30:00.000000,2020-03-03 02:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.23139667510986,,
LANCEMODIS:962385736,29002002,TERRA/MODIS,2020-03-03 02:35:00.000000,2020-03-03 02:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.73366832733154,,
LAADS:5213670188,29002002,TERRA/MODIS,2020-03-03 02:30:00.000000,2020-03-03 02:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.25080585479736,,
LAADS:5213672473,29002002,TERRA/MODIS,2020-03-03 02:35:00.000000,2020-03-03 02:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.75101661682129,,
LAADS:5213776299,28002002,AQUA(CMR)/MODIS,2020-03-03 05:35:00.000000,2020-03-03 05:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.3728942871094,,
LAADS:5213775644,28002002,AQUA(CMR)/MODIS,2020-03-03 05:40:00.000000,2020-03-03 05:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,6.76442432403564,,
LANCEMODIS:962458765,28002002,AQUA(CMR)/MODIS,2020-03-03 05:35:00.000000,2020-03-03 05:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.4185237884521,,
LANCEMODIS:962458498,28002002,AQUA(CMR)/MODIS,2020-03-03 05:40:00.000000,2020-03-03 05:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,6.75493335723877,,
LAADS:5214793910,28002002,AQUA(CMR)/MODIS,2020-03-04 04:40:00.000000,2020-03-04 04:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.0432739257812,,
LAADS:5214794506,28002002,AQUA(CMR)/MODIS,2020-03-04 04:45:00.000000,2020-03-04 04:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.32889270782471,,
LANCEMODIS:963088518,28002002,AQUA(CMR)/MODIS,2020-03-04 04:40:00.000000,2020-03-04 04:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.0495557785034,,
LANCEMODIS:963088505,28002002,AQUA(CMR)/MODIS,2020-03-04 04:45:00.000000,2020-03-04 04:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.36320018768311,,
LAADS:5214665003,29002002,TERRA/MODIS,2020-03-04 03:15:00.000000,2020-03-04 03:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,7.62603569030762,,
LANCEMODIS:963062374,29002002,TERRA/MODIS,2020-03-04 03:15:00.000000,2020-03-04 03:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,7.60636138916016,,
LANCEMODIS:963704341,29002002,TERRA/MODIS,2020-03-05 02:20:00.000000,2020-03-05 02:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.02934646606445,,
LAADS:5217211860,29002002,TERRA/MODIS,2020-03-05 02:20:00.000000,2020-03-05 02:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.0404806137085,,
LANCEMODIS:964381999,29002002,TERRA/MODIS,2020-03-06 03:05:00.000000,2020-03-06 03:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.5367374420166,,
LANCEMODIS:963765794,28002002,AQUA(CMR)/MODIS,2020-03-05 05:25:00.000000,2020-03-05 05:30:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,6.90245151519775,,
LANCEMODIS:964421884,28002002,AQUA(CMR)/MODIS,2020-03-06 04:30:00.000000,2020-03-06 04:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.355170249939,,
LANCEMODIS:964477671,28002002,AQUA(CMR)/MODIS,2020-03-06 06:05:00.000000,2020-03-06 06:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,5.77817249298096,,
LANCEMODIS:964478685,28002002,AQUA(CMR)/MODIS,2020-03-06 06:10:00.000000,2020-03-06 06:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,7.94596767425537,,
LAADS:5219917291,29002002,TERRA/MODIS,2020-03-06 03:05:00.000000,2020-03-06 03:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.55268478393555,,
LANCEMODIS:965058766,29002002,TERRA/MODIS,2020-03-07 02:10:00.000000,2020-03-07 02:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,6.81390285491943,,
LANCEMODIS:965128062,28002002,AQUA(CMR)/MODIS,2020-03-07 05:10:00.000000,2020-03-07 05:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,5.39496421813965,,
LANCEMODIS:965128345,28002002,AQUA(CMR)/MODIS,2020-03-07 05:15:00.000000,2020-03-07 05:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.21450805664062,,
LANCEMODIS:965779745,29002002,TERRA/MODIS,2020-03-08 02:50:00.000000,2020-03-08 02:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.9262933731079,,
LANCEMODIS:965843085,28002002,AQUA(CMR)/MODIS,2020-03-08 05:55:00.000000,2020-03-08 06:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.9289464950562,,
LANCEMODIS:966426009,29002002,TERRA/MODIS,2020-03-09 01:55:00.000000,2020-03-09 02:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,16.1550312042236,,
LANCEMODIS:966500802,28002002,AQUA(CMR)/MODIS,2020-03-09 05:00:00.000000,2020-03-09 05:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,15.8015518188477,,
LAADS:5229072739,29002002,TERRA/MODIS,2020-03-09 01:55:00.000000,2020-03-09 02:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,16.1466665267944,,
LANCEMODIS:967133555,29002002,TERRA/MODIS,2020-03-10 02:40:00.000000,2020-03-10 02:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.8708515167236,,
LAADS:5232862213,28002002,AQUA(CMR)/MODIS,2020-03-10 05:45:00.000000,2020-03-10 05:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.4873447418213,,
LANCEMODIS:967200021,28002002,AQUA(CMR)/MODIS,2020-03-10 05:45:00.000000,2020-03-10 05:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.4878873825073,,
LAADS:5231628254,29002002,TERRA/MODIS,2020-03-10 02:40:00.000000,2020-03-10 02:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.8771448135376,,
LANCEMODIS:967754477,29002002,TERRA/MODIS,2020-03-11 01:45:00.000000,2020-03-11 01:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.4610900878906,,
LANCEMODIS:967826073,29002002,TERRA/MODIS,2020-03-11 03:20:00.000000,2020-03-11 03:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,7.11831855773926,,
LAADS:5235188979,28002002,AQUA(CMR)/MODIS,2020-03-11 04:50:00.000000,2020-03-11 04:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.7058181762695,,
LANCEMODIS:967868373,28002002,AQUA(CMR)/MODIS,2020-03-11 04:50:00.000000,2020-03-11 04:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.5697641372681,,
LAADS:5234542395,29002002,TERRA/MODIS,2020-03-11 01:45:00.000000,2020-03-11 01:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.4684829711914,,
LAADS:5234549018,29002002,TERRA/MODIS,2020-03-11 03:20:00.000000,2020-03-11 03:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,7.11450004577637,,
LANCEMODIS:968488885,29002002,TERRA/MODIS,2020-03-12 02:25:00.000000,2020-03-12 02:30:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.1162147521973,,
LAADS:5236795019,29002002,TERRA/MODIS,2020-03-12 02:25:00.000000,2020-03-12 02:30:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.1275730133057,,
LANCEMODIS:968574909,28002002,AQUA(CMR)/MODIS,2020-03-12 05:30:00.000000,2020-03-12 05:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.1955461502075,,
LANCEMODIS:969232409,28002002,AQUA(CMR)/MODIS,2020-03-13 04:35:00.000000,2020-03-13 04:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.5654735565186,,
LANCEMODIS:969206032,29002002,TERRA/MODIS,2020-03-13 03:10:00.000000,2020-03-13 03:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.6769208908081,,
LANCEMODIS:969864464,29002002,TERRA/MODIS,2020-03-14 02:15:00.000000,2020-03-14 02:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,16.7609167098999,,
LANCEMODIS:969936432,28002002,AQUA(CMR)/MODIS,2020-03-14 05:20:00.000000,2020-03-14 05:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.3450508117676,,
LANCEMODIS:970571874,29002002,TERRA/MODIS,2020-03-15 02:55:00.000000,2020-03-15 03:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.98707294464111,,
LANCEMODIS:970569541,29002002,TERRA/MODIS,2020-03-15 03:00:00.000000,2020-03-15 03:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.024561882019,,
LANCEMODIS:971225079,29002002,TERRA/MODIS,2020-03-16 02:00:00.000000,2020-03-16 02:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.1825714111328,,
LANCEMODIS:971231204,29002002,TERRA/MODIS,2020-03-16 02:05:00.000000,2020-03-16 02:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.7850170135498,,
LANCEMODIS:970648605,28002002,AQUA(CMR)/MODIS,2020-03-15 06:00:00.000000,2020-03-15 06:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.379695892334,,
LAADS:5246530434,28002002,AQUA(CMR)/MODIS,2020-03-16 05:05:00.000000,2020-03-16 05:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.6559858322144,,
LANCEMODIS:971305359,28002002,AQUA(CMR)/MODIS,2020-03-16 05:05:00.000000,2020-03-16 05:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.6698141098022,,
LANCEMODIS:971917201,29002002,TERRA/MODIS,2020-03-17 02:45:00.000000,2020-03-17 02:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.9582357406616,,
LAADS:5248194697,29002002,TERRA/MODIS,2020-03-17 02:45:00.000000,2020-03-17 02:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.9558372497559,,
LANCEMODIS:972586266,29002002,TERRA/MODIS,2020-03-18 01:50:00.000000,2020-03-18 01:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.2396106719971,,
LAADS:5248888260,28002002,AQUA(CMR)/MODIS,2020-03-17 05:50:00.000000,2020-03-17 05:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.0532636642456,,
LANCEMODIS:971982634,28002002,AQUA(CMR)/MODIS,2020-03-17 05:50:00.000000,2020-03-17 05:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.0610094070435,,
LAADS:5249904445,29002002,TERRA/MODIS,2020-03-18 01:50:00.000000,2020-03-18 01:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.2323055267334,,
LANCEMODIS:973288976,29002002,TERRA/MODIS,2020-03-19 02:30:00.000000,2020-03-19 02:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.214334487915,,
LANCEMODIS:973286068,29002002,TERRA/MODIS,2020-03-19 02:35:00.000000,2020-03-19 02:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.341516494751,,
LAADS:5250201012,28002002,AQUA(CMR)/MODIS,2020-03-18 04:55:00.000000,2020-03-18 05:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.3147602081299,,
LANCEMODIS:972661074,28002002,AQUA(CMR)/MODIS,2020-03-18 04:55:00.000000,2020-03-18 05:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.308464050293,,
LAADS:5251337115,28002002,AQUA(CMR)/MODIS,2020-03-19 05:35:00.000000,2020-03-19 05:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.1589593887329,,
LAADS:5251341779,28002002,AQUA(CMR)/MODIS,2020-03-19 05:40:00.000000,2020-03-19 05:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.8084440231323,,
LANCEMODIS:973368607,28002002,AQUA(CMR)/MODIS,2020-03-19 05:35:00.000000,2020-03-19 05:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.2016172409058,,
LANCEMODIS:973369944,28002002,AQUA(CMR)/MODIS,2020-03-19 05:40:00.000000,2020-03-19 05:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.8102731704712,,
LAADS:5250938350,29002002,TERRA/MODIS,2020-03-19 02:30:00.000000,2020-03-19 02:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.2237939834595,,
LAADS:5250936309,29002002,TERRA/MODIS,2020-03-19 02:35:00.000000,2020-03-19 02:40:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.3397779464722,,
LAADS:5254388535,29002002,TERRA/MODIS,2020-03-20 03:15:00.000000,2020-03-20 03:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.9637336730957,,
LANCEMODIS:973988588,29002002,TERRA/MODIS,2020-03-20 03:15:00.000000,2020-03-20 03:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.94130611419678,,
LAADS:5254299132,28002002,AQUA(CMR)/MODIS,2020-03-20 04:40:00.000000,2020-03-20 04:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.0625152587891,,
LAADS:5254305813,28002002,AQUA(CMR)/MODIS,2020-03-20 04:45:00.000000,2020-03-20 04:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.6730833053589,,
LANCEMODIS:974023818,28002002,AQUA(CMR)/MODIS,2020-03-20 04:40:00.000000,2020-03-20 04:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.9663181304932,,
LANCEMODIS:974025554,28002002,AQUA(CMR)/MODIS,2020-03-20 04:45:00.000000,2020-03-20 04:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,13.4481515884399,,
LAADS:5257026314,29002002,TERRA/MODIS,2020-03-21 02:20:00.000000,2020-03-21 02:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,16.2684545516968,,
LANCEMODIS:974681169,29002002,TERRA/MODIS,2020-03-21 02:20:00.000000,2020-03-21 02:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,16.2587146759033,,
LANCEMODIS:975368738,29002002,TERRA/MODIS,2020-03-22 03:05:00.000000,2020-03-22 03:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.3781385421753,,
LAADS:5257032677,28002002,AQUA(CMR)/MODIS,2020-03-21 05:25:00.000000,2020-03-21 05:30:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.0075254440308,,
LANCEMODIS:974733426,28002002,AQUA(CMR)/MODIS,2020-03-21 05:25:00.000000,2020-03-21 05:30:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.0036373138428,,
LAADS:5260066662,28002002,AQUA(CMR)/MODIS,2020-03-22 04:30:00.000000,2020-03-22 04:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.4221172332764,,
LAADS:5260063840,28002002,AQUA(CMR)/MODIS,2020-03-22 06:05:00.000000,2020-03-22 06:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.8399000167847,,
LAADS:5260066667,28002002,AQUA(CMR)/MODIS,2020-03-22 06:10:00.000000,2020-03-22 06:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.0851240158081,,
LANCEMODIS:975398201,28002002,AQUA(CMR)/MODIS,2020-03-22 04:30:00.000000,2020-03-22 04:35:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.460054397583,,
LANCEMODIS:975451127,28002002,AQUA(CMR)/MODIS,2020-03-22 06:05:00.000000,2020-03-22 06:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,10.8562660217285,,
LANCEMODIS:975453099,28002002,AQUA(CMR)/MODIS,2020-03-22 06:10:00.000000,2020-03-22 06:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.092869758606,,
LAADS:5259743962,29002002,TERRA/MODIS,2020-03-22 03:05:00.000000,2020-03-22 03:10:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.4748706817627,,
LANCEMODIS:976037018,29002002,TERRA/MODIS,2020-03-23 02:10:00.000000,2020-03-23 02:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.4135999679565,,
LAADS:5261201247,29002002,TERRA/MODIS,2020-03-23 02:10:00.000000,2020-03-23 02:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.4129409790039,,
LANCEMODIS:976732455,29002002,TERRA/MODIS,2020-03-24 02:50:00.000000,2020-03-24 02:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.7893466949463,,
LAADS:5261741064,28002002,AQUA(CMR)/MODIS,2020-03-23 05:10:00.000000,2020-03-23 05:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.02442932128906,,
LAADS:5261737939,28002002,AQUA(CMR)/MODIS,2020-03-23 05:15:00.000000,2020-03-23 05:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.9485626220703,,
LANCEMODIS:976105957,28002002,AQUA(CMR)/MODIS,2020-03-23 05:10:00.000000,2020-03-23 05:15:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.03237247467041,,
LANCEMODIS:976106173,28002002,AQUA(CMR)/MODIS,2020-03-23 05:15:00.000000,2020-03-23 05:20:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.9752731323242,,
LAADS:5264561927,28002002,AQUA(CMR)/MODIS,2020-03-24 05:55:00.000000,2020-03-24 06:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.3759756088257,,
LANCEMODIS:976822981,28002002,AQUA(CMR)/MODIS,2020-03-24 05:55:00.000000,2020-03-24 06:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,12.3945121765137,,
LAADS:5264200525,29002002,TERRA/MODIS,2020-03-24 02:50:00.000000,2020-03-24 02:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.7862462997437,,
LANCEMODIS:977397583,29002002,TERRA/MODIS,2020-03-25 01:55:00.000000,2020-03-25 02:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.3249225616455,,
LAADS:5266955449,29002002,TERRA/MODIS,2020-03-25 01:55:00.000000,2020-03-25 02:00:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.3140821456909,,
LANCEMODIS:978105731,29002002,TERRA/MODIS,2020-03-26 02:40:00.000000,2020-03-26 02:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.9491376876831,,
LAADS:5267594481,28002002,AQUA(CMR)/MODIS,2020-03-25 05:00:00.000000,2020-03-25 05:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.794415473938,,
LANCEMODIS:977480521,28002002,AQUA(CMR)/MODIS,2020-03-25 05:00:00.000000,2020-03-25 05:05:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.8270215988159,,
LANCEMODIS:978188022,28002002,AQUA(CMR)/MODIS,2020-03-26 05:45:00.000000,2020-03-26 05:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.5514621734619,,
LAADS:5269796504,29002002,TERRA/MODIS,2020-03-26 02:40:00.000000,2020-03-26 02:45:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,14.9680643081665,,
LANCEMODIS:978745103,29002002,TERRA/MODIS,2020-03-27 01:45:00.000000,2020-03-27 01:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.65140438079834,,
LANCEMODIS:978807773,29002002,TERRA/MODIS,2020-03-27 03:20:00.000000,2020-03-27 03:25:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,9.03736019134521,,
LANCEMODIS:978851102,28002002,AQUA(CMR)/MODIS,2020-03-27 04:50:00.000000,2020-03-27 04:55:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,11.2987813949585,,
LAADS:5272631366,29002002,TERRA/MODIS,2020-03-27 01:45:00.000000,2020-03-27 01:50:00.000000,Aerosol Particle Radius/Aerosol Optical Thickness/Aerosol Type,,8.65493965148926,,
