City,Date,Cases, Population ,Square km,PopDense,temperature,pm10,humidity,no2
CITY OF MANDALUYONG,2/28/2020,1,"300,000.00",11.06,27124.77396,27.2,8,66.7,2.3
CITY OF MANDALUYONG,4/16/2020,3,"300,000.00",11.06,27124.77396,29.2,19,75,6
CITY OF MANDALUYONG,3/9/2020,5,"300,000.00",11.06,27124.77396,28.6,20,78.7,10.1
CITY OF MANDALUYONG,3/21/2020,8,"300,000.00",11.06,27124.77396,29,19,68.5,2.8
CITY OF MANDALUYONG,4/18/2020,4,"300,000.00",11.06,27124.77396,28.8,9,74,3.7
CITY OF MANDALUYONG,5/6/2020,1,"300,000.00",11.06,27124.77396,31.3,16,72.5,5.1
CITY OF MANDALUYONG,4/27/2020,1,"300,000.00",11.06,27124.77396,29.9,6,72.7,4.2
CITY OF MANDALUYONG,3/24/2020,9,"300,000.00",11.06,27124.77396,28,9,69.2,2.2
CITY OF MANDALUYONG,3/10/2020,10,"300,000.00",11.06,27124.77396,29.1,35,80.7,23.4
CITY OF MANDALUYONG,4/19/2020,1,"300,000.00",11.06,27124.77396,30,10,68.3,4.6
CITY OF MANDALUYONG,4/20/2020,2,"300,000.00",11.06,27124.77396,30.3,13,68,4.6
CITY OF MANDALUYONG,3/22/2020,10,"300,000.00",11.06,27124.77396,29,7,69.2,1.4
CITY OF MANDALUYONG,4/26/2020,3,"300,000.00",11.06,27124.77396,30.2,9,69.7,4.6
CITY OF MANDALUYONG,5/3/2020,1,"300,000.00",11.06,27124.77396,29.5,11,73.8,3.1
CITY OF MANDALUYONG,5/15/2020,2,"300,000.00",11.06,27124.77396,26.7,42,90.5,6
CITY OF MANDALUYONG,4/15/2020,3,"300,000.00",11.06,27124.77396,29,16,74,3.7
CITY OF MANILA,3/1/2020,1,"1,600,000.00",42.88,37313.43284,27.2,10,69.7,2.2
CITY OF MANILA,4/19/2020,6,"1,600,000.00",42.88,37313.43284,30,10,68.3,4.6
CITY OF MANILA,3/3/2020,3,"1,600,000.00",42.88,37313.43284,25.4,4,75.2,2.1
CITY OF MANILA,2/27/2020,2,"1,600,000.00",42.88,37313.43284,26.3,7,67,4.1
CITY OF MANILA,3/18/2020,16,"1,600,000.00",42.88,37313.43284,27.3,11,69,1.6
CITY OF MANILA,5/6/2020,2,"1,600,000.00",42.88,37313.43284,31.3,16,72.5,5.1
CITY OF MANILA,3/4/2020,2,"1,600,000.00",42.88,37313.43284,26.1,10,77.5,3.8
CITY OF MANILA,4/29/2020,5,"1,600,000.00",42.88,37313.43284,30,9,67.8,3.7
CITY OF MANILA,3/12/2020,15,"1,600,000.00",42.88,37313.43284,28.6,15,64.8,3.5
CITY OF MANILA,4/27/2020,5,"1,600,000.00",42.88,37313.43284,29.9,6,72.7,4.2
CITY OF MANILA,3/31/2020,20,"1,600,000.00",42.88,37313.43284,31.9,11,56.2,2.3
CITY OF MANILA,4/21/2020,9,"1,600,000.00",42.88,37313.43284,30.5,9,66.8,4.4
CITY OF MANILA,5/19/2020,1,"1,600,000.00",42.88,37313.43284,29.7,52,81.8,5.5
CITY OF MANILA,5/15/2020,2,"1,600,000.00",42.88,37313.43284,26.7,42,90.5,6
CITY OF MANILA,4/1/2020,20,"1,600,000.00",42.88,37313.43284,29.8,15,66.7,2.4
CITY OF MANILA,4/18/2020,17,"1,600,000.00",42.88,37313.43284,28.8,9,74,3.7
CITY OF MANILA,3/27/2020,17,"1,600,000.00",42.88,37313.43284,28.8,12,70.5,2.8
CITY OF MANILA,4/13/2020,9,"1,600,000.00",42.88,37313.43284,28.6,17,73.6,5.1
CITY OF MANILA,5/1/2020,9,"1,600,000.00",42.88,37313.43284,30.2,11,66.2,4.6
CITY OF MANILA,3/7/2020,5,"1,600,000.00",42.88,37313.43284,28.7,17,72.8,3.6
CITY OF MANILA,5/16/2020,1,"1,600,000.00",42.88,37313.43284,28.3,26,82.7,5.1
CITY OF MANILA,2/25/2020,1,"1,600,000.00",42.88,37313.43284,25.5,6,75,3.4
CITY OF MANILA,3/15/2020,18,"1,600,000.00",42.88,37313.43284,27.7,11,70,3.4
CITY OF MANILA,4/7/2020,22,"1,600,000.00",42.88,37313.43284,29.4,18,70.5,3.7
CITY OF MANILA,4/11/2020,8,"1,600,000.00",42.88,37313.43284,29,10,72.7,3.2
CITY OF MANILA,3/22/2020,16,"1,600,000.00",42.88,37313.43284,29,7,69.2,1.4
CITY OF MANILA,3/28/2020,24,"1,600,000.00",42.88,37313.43284,29.3,15,68.1,3.2
CITY OF MANILA,5/4/2020,4,"1,600,000.00",42.88,37313.43284,31.3,8,71.3,5.5
CITY OF MANILA,3/30/2020,20,"1,600,000.00",42.88,37313.43284,29.3,18,64,2.3
CITY OF MANILA,4/5/2020,12,"1,600,000.00",42.88,37313.43284,29.2,19,64.2,5.5
CITY OF MANILA,4/8/2020,15,"1,600,000.00",42.88,37313.43284,29.1,20,70.5,6.4
CITY OF MANILA,3/14/2020,23,"1,600,000.00",42.88,37313.43284,28.8,16,70,4.8
CITY OF MANILA,5/2/2020,3,"1,600,000.00",42.88,37313.43284,30.5,10,64.2,5.2
CITY OF MANILA,3/6/2020,7,"1,600,000.00",42.88,37313.43284,28,12,69.2,2
CITY OF MANILA,4/20/2020,12,"1,600,000.00",42.88,37313.43284,30.3,13,68,4.6
CITY OF MANILA,4/10/2020,13,"1,600,000.00",42.88,37313.43284,28.8,7,72.8,2.3
CITY OF MANILA,4/12/2020,12,"1,600,000.00",42.88,37313.43284,28.7,19,77,4.4
CITY OF MANILA,5/8/2020,11,"1,600,000.00",42.88,37313.43284,31.9,14,69,3.7
CITY OF MANILA,4/22/2020,2,"1,600,000.00",42.88,37313.43284,30.8,27,65.2,4.6
CITY OF MANILA,5/3/2020,5,"1,600,000.00",42.88,37313.43284,29.5,11,73.8,3.1
CITY OF MANILA,3/10/2020,9,"1,600,000.00",42.88,37313.43284,29.1,35,80.7,23.4
CITY OF MANILA,4/25/2020,6,"1,600,000.00",42.88,37313.43284,30,9,70,5.1
CITY OF MANILA,5/9/2020,4,"1,600,000.00",42.88,37313.43284,30,22,75.3,3.7
CITY OF MANILA,3/17/2020,26,"1,600,000.00",42.88,37313.43284,26.6,10,73,3.1
CITY OF MANILA,3/9/2020,11,"1,600,000.00",42.88,37313.43284,28.6,20,78.7,10.1
CITY OF MANILA,4/15/2020,13,"1,600,000.00",42.88,37313.43284,29,16,74,3.7
CITY OF MANILA,3/29/2020,15,"1,600,000.00",42.88,37313.43284,29.7,13,66.3,2.8
CITY OF MANILA,3/5/2020,2,"1,600,000.00",42.88,37313.43284,27.4,12,68,3.2
CITY OF MANILA,3/25/2020,21,"1,600,000.00",42.88,37313.43284,28,9,64,1.9
CITY OF MANILA,4/9/2020,18,"1,600,000.00",42.88,37313.43284,29.8,10,71,3.7
CITY OF MANILA,3/20/2020,15,"1,600,000.00",42.88,37313.43284,28.6,11,73.2,3.2
CITY OF MANILA,5/5/2020,5,"1,600,000.00",42.88,37313.43284,31.5,10,69.2,3.2
CITY OF MANILA,3/16/2020,27,"1,600,000.00",42.88,37313.43284,27,8,74,4.7
CITY OF MANILA,3/26/2020,8,"1,600,000.00",42.88,37313.43284,28.8,12,64.5,2.3
CITY OF MANILA,5/12/2020,2,"1,600,000.00",42.88,37313.43284,30.8,30,72.5,4.6
CITY OF MANILA,3/19/2020,14,"1,600,000.00",42.88,37313.43284,28.6,25,70.8,1.4
CITY OF MANILA,2/29/2020,2,"1,600,000.00",42.88,37313.43284,27.2,7,68.2,3.6
CITY OF MANILA,4/6/2020,16,"1,600,000.00",42.88,37313.43284,29.1,13,67.1,6
CITY OF MANILA,5/17/2020,1,"1,600,000.00",42.88,37313.43284,30.3,39,77,4.6
CITY OF MANILA,3/13/2020,11,"1,600,000.00",42.88,37313.43284,29.1,14,64.8,4.7
CITY OF MANILA,4/28/2020,7,"1,600,000.00",42.88,37313.43284,29.5,14,68,5.1
CITY OF MANILA,3/23/2020,14,"1,600,000.00",42.88,37313.43284,28.6,12,68.7,1.9
CITY OF MANILA,4/17/2020,4,"1,600,000.00",42.88,37313.43284,29.6,11,71.5,3.7
CITY OF MANILA,4/2/2020,12,"1,600,000.00",42.88,37313.43284,29.1,11,65.2,2
CITY OF MANILA,4/16/2020,9,"1,600,000.00",42.88,37313.43284,29.2,19,75,6
CITY OF MANILA,4/24/2020,7,"1,600,000.00",42.88,37313.43284,30.4,16,66.1,6
CITY OF MANILA,3/21/2020,18,"1,600,000.00",42.88,37313.43284,29,19,68.5,2.8
CITY OF MANILA,3/11/2020,14,"1,600,000.00",42.88,37313.43284,28.3,17,74.2,5.9
CITY OF MANILA,4/3/2020,9,"1,600,000.00",42.88,37313.43284,29.1,13,61.6,1.9
CITY OF MANILA,3/24/2020,13,"1,600,000.00",42.88,37313.43284,28,9,69.2,2.2
CITY OF MANILA,3/2/2020,1,"1,600,000.00",42.88,37313.43284,27,8,66.5,5.9
CITY OF MANILA,4/14/2020,11,"1,600,000.00",42.88,37313.43284,27.7,7,72.6,3.2
CITY OF MANILA,4/30/2020,4,"1,600,000.00",42.88,37313.43284,29.7,8,67.5,3.1
CITY OF MANILA,3/8/2020,7,"1,600,000.00",42.88,37313.43284,28.8,12,78,5
CITY OF MANILA,4/4/2020,18,"1,600,000.00",42.88,37313.43284,28.7,13,64.2,3.2
CITY OF MANILA,4/26/2020,5,"1,600,000.00",42.88,37313.43284,30.2,9,69.7,4.6
CITY OF MANILA,2/14/2020,1,"1,600,000.00",42.88,37313.43284,28.6,11,66.5,9.6
CITY OF MANILA,5/10/2020,2,"1,600,000.00",42.88,37313.43284,30.1,60,73,7.8
CITY OF MARIKINA,4/5/2020,2,"450,741.00",21.52,20945.21375,29.2,19,64.2,5.5
CITY OF MARIKINA,3/20/2020,4,"450,741.00",21.52,20945.21375,28.6,11,73.2,3.2
CITY OF MARIKINA,3/6/2020,1,"450,741.00",21.52,20945.21375,28,12,69.2,2
CITY OF MARIKINA,3/17/2020,4,"450,741.00",21.52,20945.21375,26.6,10,73,3.1
CITY OF MARIKINA,4/8/2020,1,"450,741.00",21.52,20945.21375,29.1,20,70.5,6.4
CITY OF MARIKINA,4/13/2020,1,"450,741.00",21.52,20945.21375,28.6,17,73.6,5.1
CITY OF MARIKINA,4/4/2020,2,"450,741.00",21.52,20945.21375,28.7,13,64.2,3.2
CITY OF MARIKINA,3/30/2020,4,"450,741.00",21.52,20945.21375,29.3,18,64,2.3
CITY OF MARIKINA,4/2/2020,3,"450,741.00",21.52,20945.21375,29.1,11,65.2,2
CITY OF MARIKINA,3/1/2020,1,"450,741.00",21.52,20945.21375,27.2,10,69.7,2.2
CITY OF MARIKINA,3/25/2020,2,"450,741.00",21.52,20945.21375,28,9,64,1.9
CITY OF MARIKINA,2/29/2020,1,"450,741.00",21.52,20945.21375,27.2,7,68.2,3.6
CITY OF MARIKINA,4/7/2020,1,"450,741.00",21.52,20945.21375,29.4,18,70.5,3.7
CITY OF MARIKINA,3/15/2020,4,"450,741.00",21.52,20945.21375,27.7,11,70,3.4
CITY OF MARIKINA,4/30/2020,1,"450,741.00",21.52,20945.21375,29.7,8,67.5,3.1
CITY OF MARIKINA,4/29/2020,1,"450,741.00",21.52,20945.21375,30,9,67.8,3.7
CITY OF MARIKINA,4/3/2020,1,"450,741.00",21.52,20945.21375,29.1,13,61.6,1.9
CITY OF MARIKINA,3/13/2020,3,"450,741.00",21.52,20945.21375,29.1,14,64.8,4.7
CITY OF MARIKINA,3/14/2020,6,"450,741.00",21.52,20945.21375,28.8,16,70,4.8
CITY OF MARIKINA,5/11/2020,1,"450,741.00",21.52,20945.21375,31.5,50,69.7,5.5
CITY OF MARIKINA,3/26/2020,3,"450,741.00",21.52,20945.21375,28.8,12,64.5,2.3
CITY OF MARIKINA,3/9/2020,2,"450,741.00",21.52,20945.21375,28.6,20,78.7,10.1
CITY OF MARIKINA,3/23/2020,3,"450,741.00",21.52,20945.21375,28.6,12,68.7,1.9
CITY OF MARIKINA,4/10/2020,1,"450,741.00",21.52,20945.21375,28.8,7,72.8,2.3
CITY OF MARIKINA,4/25/2020,2,"450,741.00",21.52,20945.21375,30,9,70,5.1
CITY OF MARIKINA,4/12/2020,1,"450,741.00",21.52,20945.21375,28.7,19,77,4.4
CITY OF MARIKINA,4/9/2020,2,"450,741.00",21.52,20945.21375,29.8,10,71,3.7
CITY OF MARIKINA,3/5/2020,1,"450,741.00",21.52,20945.21375,27.4,12,68,3.2
CITY OF MARIKINA,3/29/2020,6,"450,741.00",21.52,20945.21375,29.7,13,66.3,2.8
CITY OF MARIKINA,3/21/2020,3,"450,741.00",21.52,20945.21375,29,19,68.5,2.8
CITY OF MARIKINA,3/10/2020,3,"450,741.00",21.52,20945.21375,29.1,35,80.7,23.4
CITY OF MARIKINA,3/24/2020,3,"450,741.00",21.52,20945.21375,28,9,69.2,2.2
CITY OF MARIKINA,2/19/2020,1,"450,741.00",21.52,20945.21375,24.7,9,68.7,3.7
CITY OF MARIKINA,3/19/2020,1,"450,741.00",21.52,20945.21375,28.6,25,70.8,1.4
CITY OF MARIKINA,3/11/2020,2,"450,741.00",21.52,20945.21375,28.3,17,74.2,5.9
CITY OF MARIKINA,4/6/2020,3,"450,741.00",21.52,20945.21375,29.1,13,67.1,6
CITY OF MARIKINA,3/22/2020,2,"450,741.00",21.52,20945.21375,29,7,69.2,1.4
CITY OF MARIKINA,3/31/2020,1,"450,741.00",21.52,20945.21375,31.9,11,56.2,2.3
CITY OF MARIKINA,5/15/2020,1,"450,741.00",21.52,20945.21375,26.7,42,90.5,6
CITY OF MARIKINA,3/27/2020,3,"450,741.00",21.52,20945.21375,28.8,12,70.5,2.8
CITY OF MARIKINA,5/17/2020,1,"450,741.00",21.52,20945.21375,30.3,39,77,4.6
CITY OF MARIKINA,5/7/2020,1,"450,741.00",21.52,20945.21375,30.9,14,76.7,6
CITY OF MARIKINA,4/1/2020,6,"450,741.00",21.52,20945.21375,29.8,15,66.7,2.4
CITY OF MARIKINA,3/28/2020,5,"450,741.00",21.52,20945.21375,29.3,15,68.1,3.2
CITY OF MARIKINA,3/12/2020,2,"450,741.00",21.52,20945.21375,28.6,15,64.8,3.5
CITY OF MARIKINA,3/2/2020,1,"450,741.00",21.52,20945.21375,27,8,66.5,5.9
CITY OF MARIKINA,3/18/2020,2,"450,741.00",21.52,20945.21375,27.3,11,69,1.6
CITY OF MUNTINLUPA,5/11/2020,1,"504,509.00",46.7,10803.19058,31.5,50,69.7,5.5
CITY OF MUNTINLUPA,3/19/2020,4,"504,509.00",46.7,10803.19058,28.6,25,70.8,1.4
CITY OF MUNTINLUPA,5/16/2020,1,"504,509.00",46.7,10803.19058,28.3,26,82.7,5.1
CITY OF MUNTINLUPA,3/11/2020,2,"504,509.00",46.7,10803.19058,28.3,17,74.2,5.9
CITY OF MUNTINLUPA,3/5/2020,2,"504,509.00",46.7,10803.19058,27.4,12,68,3.2
CITY OF MUNTINLUPA,3/31/2020,2,"504,509.00",46.7,10803.19058,31.9,11,56.2,2.3
CITY OF MUNTINLUPA,3/1/2020,3,"504,509.00",46.7,10803.19058,27.2,10,69.7,2.2
CITY OF MUNTINLUPA,3/10/2020,3,"504,509.00",46.7,10803.19058,29.1,35,80.7,23.4
CITY OF MUNTINLUPA,3/7/2020,2,"504,509.00",46.7,10803.19058,28.7,17,72.8,3.6
CITY OF MUNTINLUPA,3/17/2020,7,"504,509.00",46.7,10803.19058,26.6,10,73,3.1
CITY OF MUNTINLUPA,3/20/2020,1,"504,509.00",46.7,10803.19058,28.6,11,73.2,3.2
CITY OF MUNTINLUPA,5/3/2020,1,"504,509.00",46.7,10803.19058,29.5,11,73.8,3.1
CITY OF MUNTINLUPA,4/2/2020,1,"504,509.00",46.7,10803.19058,29.1,11,65.2,2
CITY OF MUNTINLUPA,3/26/2020,1,"504,509.00",46.7,10803.19058,28.8,12,64.5,2.3
CITY OF MUNTINLUPA,4/29/2020,2,"504,509.00",46.7,10803.19058,30,9,67.8,3.7
CITY OF MUNTINLUPA,3/16/2020,5,"504,509.00",46.7,10803.19058,27,8,74,4.7
CITY OF MUNTINLUPA,3/29/2020,3,"504,509.00",46.7,10803.19058,29.7,13,66.3,2.8
CITY OF MUNTINLUPA,3/27/2020,5,"504,509.00",46.7,10803.19058,28.8,12,70.5,2.8
CITY OF MUNTINLUPA,3/15/2020,3,"504,509.00",46.7,10803.19058,27.7,11,70,3.4
CITY OF MUNTINLUPA,3/13/2020,3,"504,509.00",46.7,10803.19058,29.1,14,64.8,4.7
CITY OF MUNTINLUPA,4/15/2020,2,"504,509.00",46.7,10803.19058,29,16,74,3.7
CITY OF MUNTINLUPA,4/7/2020,3,"504,509.00",46.7,10803.19058,29.4,18,70.5,3.7
CITY OF MUNTINLUPA,4/28/2020,2,"504,509.00",46.7,10803.19058,29.5,14,68,5.1
CITY OF MUNTINLUPA,2/28/2020,1,"504,509.00",46.7,10803.19058,27.2,8,66.7,2.3
CITY OF MUNTINLUPA,4/18/2020,2,"504,509.00",46.7,10803.19058,28.8,9,74,3.7
CITY OF MUNTINLUPA,4/10/2020,6,"504,509.00",46.7,10803.19058,28.8,7,72.8,2.3
CITY OF MUNTINLUPA,3/28/2020,4,"504,509.00",46.7,10803.19058,29.3,15,68.1,3.2
CITY OF MUNTINLUPA,4/27/2020,3,"504,509.00",46.7,10803.19058,29.9,6,72.7,4.2
CITY OF MUNTINLUPA,3/4/2020,1,"504,509.00",46.7,10803.19058,26.1,10,77.5,3.8
CITY OF MUNTINLUPA,3/9/2020,1,"504,509.00",46.7,10803.19058,28.6,20,78.7,10.1
CITY OF MUNTINLUPA,3/18/2020,9,"504,509.00",46.7,10803.19058,27.3,11,69,1.6
CITY OF MUNTINLUPA,4/1/2020,3,"504,509.00",46.7,10803.19058,29.8,15,66.7,2.4
CITY OF MUNTINLUPA,5/2/2020,1,"504,509.00",46.7,10803.19058,30.5,10,64.2,5.2
CITY OF MUNTINLUPA,4/6/2020,4,"504,509.00",46.7,10803.19058,29.1,13,67.1,6
CITY OF MUNTINLUPA,3/23/2020,1,"504,509.00",46.7,10803.19058,28.6,12,68.7,1.9
CITY OF MUNTINLUPA,4/14/2020,3,"504,509.00",46.7,10803.19058,27.7,7,72.6,3.2
CITY OF MUNTINLUPA,3/8/2020,1,"504,509.00",46.7,10803.19058,28.8,12,78,5
CITY OF MUNTINLUPA,4/24/2020,1,"504,509.00",46.7,10803.19058,30.4,16,66.1,6
CITY OF MUNTINLUPA,4/3/2020,2,"504,509.00",46.7,10803.19058,29.1,13,61.6,1.9
CITY OF MUNTINLUPA,5/12/2020,1,"504,509.00",46.7,10803.19058,30.8,30,72.5,4.6
CITY OF MUNTINLUPA,4/22/2020,5,"504,509.00",46.7,10803.19058,30.8,27,65.2,4.6
CITY OF MUNTINLUPA,3/14/2020,3,"504,509.00",46.7,10803.19058,28.8,16,70,4.8
CITY OF MUNTINLUPA,4/19/2020,1,"504,509.00",46.7,10803.19058,30,10,68.3,4.6
CITY OF MUNTINLUPA,4/20/2020,2,"504,509.00",46.7,10803.19058,30.3,13,68,4.6
CITY OF MUNTINLUPA,3/21/2020,5,"504,509.00",46.7,10803.19058,29,19,68.5,2.8
CITY OF MUNTINLUPA,3/22/2020,2,"504,509.00",46.7,10803.19058,29,7,69.2,1.4
CITY OF MUNTINLUPA,3/6/2020,1,"504,509.00",46.7,10803.19058,28,12,69.2,2
CITY OF MUNTINLUPA,4/4/2020,4,"504,509.00",46.7,10803.19058,28.7,13,64.2,3.2
CITY OF MUNTINLUPA,3/25/2020,1,"504,509.00",46.7,10803.19058,28,9,64,1.9
CITY OF MUNTINLUPA,4/8/2020,1,"504,509.00",46.7,10803.19058,29.1,20,70.5,6.4
CITY OF MUNTINLUPA,4/9/2020,4,"504,509.00",46.7,10803.19058,29.8,10,71,3.7
CITY OF MUNTINLUPA,4/11/2020,2,"504,509.00",46.7,10803.19058,29,10,72.7,3.2
CITY OF MUNTINLUPA,5/1/2020,1,"504,509.00",46.7,10803.19058,30.2,11,66.2,4.6
CITY OF MUNTINLUPA,4/12/2020,5,"504,509.00",46.7,10803.19058,28.7,19,77,4.4
CITY OF MUNTINLUPA,3/24/2020,1,"504,509.00",46.7,10803.19058,28,9,69.2,2.2
CITY OF MUNTINLUPA,4/16/2020,1,"504,509.00",46.7,10803.19058,29.2,19,75,6
CITY OF MUNTINLUPA,4/5/2020,2,"504,509.00",46.7,10803.19058,29.2,19,64.2,5.5
CITY OF MUNTINLUPA,3/3/2020,2,"504,509.00",46.7,10803.19058,25.4,4,75.2,2.1
CITY OF NAVOTAS,4/14/2020,1,"249,463.00",10.77,23162.76695,27.7,7,72.6,3.2
CITY OF NAVOTAS,3/21/2020,1,"249,463.00",10.77,23162.76695,29,19,68.5,2.8
CITY OF NAVOTAS,5/9/2020,1,"249,463.00",10.77,23162.76695,30,22,75.3,3.7
CITY OF NAVOTAS,4/1/2020,2,"249,463.00",10.77,23162.76695,29.8,15,66.7,2.4
CITY OF NAVOTAS,3/26/2020,1,"249,463.00",10.77,23162.76695,28.8,12,64.5,2.3
CITY OF NAVOTAS,4/12/2020,1,"249,463.00",10.77,23162.76695,28.7,19,77,4.4
CITY OF NAVOTAS,4/22/2020,1,"249,463.00",10.77,23162.76695,30.8,27,65.2,4.6
CITY OF NAVOTAS,5/1/2020,1,"249,463.00",10.77,23162.76695,30.2,11,66.2,4.6
CITY OF NAVOTAS,4/25/2020,1,"249,463.00",10.77,23162.76695,30,9,70,5.1
CITY OF NAVOTAS,4/15/2020,2,"249,463.00",10.77,23162.76695,29,16,74,3.7
CITY OF NAVOTAS,4/2/2020,1,"249,463.00",10.77,23162.76695,29.1,11,65.2,2
CITY OF NAVOTAS,4/24/2020,1,"249,463.00",10.77,23162.76695,30.4,16,66.1,6
CITY OF NAVOTAS,4/28/2020,1,"249,463.00",10.77,23162.76695,29.5,14,68,5.1
CITY OF NAVOTAS,4/26/2020,1,"249,463.00",10.77,23162.76695,30.2,9,69.7,4.6
CITY OF NAVOTAS,4/4/2020,1,"249,463.00",10.77,23162.76695,28.7,13,64.2,3.2
CITY OF NAVOTAS,4/5/2020,1,"249,463.00",10.77,23162.76695,29.2,19,64.2,5.5
CITY OF NAVOTAS,3/30/2020,1,"249,463.00",10.77,23162.76695,29.3,18,64,2.3
CITY OF NAVOTAS,4/18/2020,1,"249,463.00",10.77,23162.76695,28.8,9,74,3.7
CITY OF NAVOTAS,3/15/2020,1,"249,463.00",10.77,23162.76695,27.7,11,70,3.4
CITY OF NAVOTAS,4/27/2020,2,"249,463.00",10.77,23162.76695,29.9,6,72.7,4.2
CITY OF NAVOTAS,4/20/2020,3,"249,463.00",10.77,23162.76695,30.3,13,68,4.6
CITY OF NAVOTAS,5/2/2020,1,"249,463.00",10.77,23162.76695,30.5,10,64.2,5.2
CITY OF NAVOTAS,5/17/2020,1,"249,463.00",10.77,23162.76695,30.3,39,77,4.6
CITY OF NAVOTAS,3/27/2020,1,"249,463.00",10.77,23162.76695,28.8,12,70.5,2.8
CITY OF PARAÑAQUE,4/8/2020,14,"665,822.00",46.47,14327.99656,29.1,20,70.5,6.4
CITY OF PARAÑAQUE,5/2/2020,1,"665,822.00",46.47,14327.99656,30.5,10,64.2,5.2
CITY OF PARAÑAQUE,5/9/2020,1,"665,822.00",46.47,14327.99656,30,22,75.3,3.7
CITY OF PARAÑAQUE,4/16/2020,3,"665,822.00",46.47,14327.99656,29.2,19,75,6
CITY OF PARAÑAQUE,4/4/2020,9,"665,822.00",46.47,14327.99656,28.7,13,64.2,3.2
CITY OF PARAÑAQUE,4/1/2020,10,"665,822.00",46.47,14327.99656,29.8,15,66.7,2.4
CITY OF PARAÑAQUE,3/23/2020,16,"665,822.00",46.47,14327.99656,28.6,12,68.7,1.9
CITY OF PARAÑAQUE,3/16/2020,11,"665,822.00",46.47,14327.99656,27,8,74,4.7
CITY OF PARAÑAQUE,3/22/2020,11,"665,822.00",46.47,14327.99656,29,7,69.2,1.4
CITY OF PARAÑAQUE,3/6/2020,1,"665,822.00",46.47,14327.99656,28,12,69.2,2
CITY OF PARAÑAQUE,3/7/2020,4,"665,822.00",46.47,14327.99656,28.7,17,72.8,3.6
CITY OF PARAÑAQUE,3/27/2020,12,"665,822.00",46.47,14327.99656,28.8,12,70.5,2.8
CITY OF PARAÑAQUE,4/21/2020,3,"665,822.00",46.47,14327.99656,30.5,9,66.8,4.4
CITY OF PARAÑAQUE,3/2/2020,2,"665,822.00",46.47,14327.99656,27,8,66.5,5.9
CITY OF PARAÑAQUE,3/14/2020,8,"665,822.00",46.47,14327.99656,28.8,16,70,4.8
CITY OF PARAÑAQUE,4/30/2020,1,"665,822.00",46.47,14327.99656,29.7,8,67.5,3.1
CITY OF PARAÑAQUE,4/22/2020,4,"665,822.00",46.47,14327.99656,30.8,27,65.2,4.6
CITY OF PARAÑAQUE,4/13/2020,3,"665,822.00",46.47,14327.99656,28.6,17,73.6,5.1
CITY OF PARAÑAQUE,4/17/2020,1,"665,822.00",46.47,14327.99656,29.6,11,71.5,3.7
CITY OF PARAÑAQUE,5/1/2020,4,"665,822.00",46.47,14327.99656,30.2,11,66.2,4.6
CITY OF PARAÑAQUE,3/28/2020,10,"665,822.00",46.47,14327.99656,29.3,15,68.1,3.2
CITY OF PARAÑAQUE,4/18/2020,4,"665,822.00",46.47,14327.99656,28.8,9,74,3.7
CITY OF PARAÑAQUE,4/7/2020,11,"665,822.00",46.47,14327.99656,29.4,18,70.5,3.7
CITY OF PARAÑAQUE,4/19/2020,4,"665,822.00",46.47,14327.99656,30,10,68.3,4.6
CITY OF PARAÑAQUE,4/5/2020,11,"665,822.00",46.47,14327.99656,29.2,19,64.2,5.5
CITY OF PARAÑAQUE,4/28/2020,4,"665,822.00",46.47,14327.99656,29.5,14,68,5.1
CITY OF PARAÑAQUE,4/27/2020,1,"665,822.00",46.47,14327.99656,29.9,6,72.7,4.2
CITY OF PARAÑAQUE,2/29/2020,2,"665,822.00",46.47,14327.99656,27.2,7,68.2,3.6
CITY OF PARAÑAQUE,3/3/2020,1,"665,822.00",46.47,14327.99656,25.4,4,75.2,2.1
CITY OF PARAÑAQUE,3/15/2020,10,"665,822.00",46.47,14327.99656,27.7,11,70,3.4
CITY OF PARAÑAQUE,3/4/2020,3,"665,822.00",46.47,14327.99656,26.1,10,77.5,3.8
CITY OF PARAÑAQUE,3/30/2020,8,"665,822.00",46.47,14327.99656,29.3,18,64,2.3
CITY OF PARAÑAQUE,3/20/2020,16,"665,822.00",46.47,14327.99656,28.6,11,73.2,3.2
CITY OF PARAÑAQUE,3/25/2020,8,"665,822.00",46.47,14327.99656,28,9,64,1.9
CITY OF PARAÑAQUE,4/11/2020,1,"665,822.00",46.47,14327.99656,29,10,72.7,3.2
CITY OF PARAÑAQUE,4/2/2020,5,"665,822.00",46.47,14327.99656,29.1,11,65.2,2
CITY OF PARAÑAQUE,3/18/2020,11,"665,822.00",46.47,14327.99656,27.3,11,69,1.6
CITY OF PARAÑAQUE,4/6/2020,8,"665,822.00",46.47,14327.99656,29.1,13,67.1,6
CITY OF PARAÑAQUE,3/21/2020,8,"665,822.00",46.47,14327.99656,29,19,68.5,2.8
CITY OF PARAÑAQUE,3/24/2020,15,"665,822.00",46.47,14327.99656,28,9,69.2,2.2
CITY OF PARAÑAQUE,4/12/2020,2,"665,822.00",46.47,14327.99656,28.7,19,77,4.4
CITY OF PARAÑAQUE,4/9/2020,10,"665,822.00",46.47,14327.99656,29.8,10,71,3.7
CITY OF PARAÑAQUE,2/17/2020,1,"665,822.00",46.47,14327.99656,25.9,8,76.5,9.2
CITY OF PARAÑAQUE,4/10/2020,4,"665,822.00",46.47,14327.99656,28.8,7,72.8,2.3
