City,Date Onset,Cases, Population ,Square km
CITY OF MARIKINA,3/27/2020,3," 450,741.00 ",21.52
CITY OF MARIKINA,3/28/2020,5," 450,741.00 ",21.52
CITY OF MARIKINA,3/29/2020,6," 450,741.00 ",21.52
CITY OF MARIKINA,3/30/2020,4," 450,741.00 ",21.52
CITY OF MARIKINA,3/31/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,3/5/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,3/6/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,3/9/2020,2," 450,741.00 ",21.52
CITY OF MARIKINA,4/1/2020,6," 450,741.00 ",21.52
CITY OF MARIKINA,4/10/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/12/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/13/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/2/2020,3," 450,741.00 ",21.52
CITY OF MARIKINA,4/25/2020,2," 450,741.00 ",21.52
CITY OF MARIKINA,4/29/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/3/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/30/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/4/2020,2," 450,741.00 ",21.52
CITY OF MARIKINA,4/5/2020,2," 450,741.00 ",21.52
CITY OF MARIKINA,4/6/2020,3," 450,741.00 ",21.52
CITY OF MARIKINA,4/7/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/8/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,4/9/2020,2," 450,741.00 ",21.52
CITY OF MARIKINA,5/11/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,5/15/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,5/17/2020,1," 450,741.00 ",21.52
CITY OF MARIKINA,5/7/2020,1," 450,741.00 ",21.52
CITY OF MUNTINLUPA,2/22/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,2/28/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/1/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/10/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/11/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/13/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/14/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/15/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/16/2020,5," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/17/2020,7," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/18/2020,9," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/19/2020,4," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/20/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/21/2020,5," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/22/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/23/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/24/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/25/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/26/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/27/2020,5," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/28/2020,4," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/29/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/3/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/31/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/4/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/5/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/6/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/7/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/8/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,3/9/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/1/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/10/2020,6," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/11/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/12/2020,5," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/14/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/15/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/16/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/18/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/19/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/2/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/20/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/22/2020,5," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/23/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/24/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/27/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/28/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/29/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/3/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/4/2020,4," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/5/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/6/2020,4," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/7/2020,3," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/8/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,4/9/2020,4," 504,509.00 ",46.7
CITY OF MUNTINLUPA,5/1/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,5/11/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,5/12/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,5/14/2020,2," 504,509.00 ",46.7
CITY OF MUNTINLUPA,5/16/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,5/2/2020,1," 504,509.00 ",46.7
CITY OF MUNTINLUPA,5/3/2020,1," 504,509.00 ",46.7
CITY OF NAVOTAS,3/15/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,3/21/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,3/26/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,3/27/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,3/30/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/1/2020,2," 249,463.00 ",10.77
CITY OF NAVOTAS,4/12/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/14/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/15/2020,2," 249,463.00 ",10.77
CITY OF NAVOTAS,4/18/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/2/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/20/2020,3," 249,463.00 ",10.77
CITY OF NAVOTAS,4/22/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/24/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/25/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/26/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/27/2020,2," 249,463.00 ",10.77
CITY OF NAVOTAS,4/28/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/4/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,4/5/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,5/1/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,5/17/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,5/2/2020,1," 249,463.00 ",10.77
CITY OF NAVOTAS,5/9/2020,1," 249,463.00 ",10.77
CITY OF PARAÑAQUE,2/17/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,2/29/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/1/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/10/2020,5," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/11/2020,7," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/12/2020,9," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/13/2020,9," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/14/2020,8," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/15/2020,10," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/16/2020,11," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/17/2020,8," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/18/2020,11," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/19/2020,6," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/2/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/20/2020,16," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/21/2020,8," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/22/2020,11," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/23/2020,16," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/24/2020,15," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/25/2020,8," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/26/2020,11," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/27/2020,12," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/28/2020,10," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/29/2020,11," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/3/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/30/2020,8," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/31/2020,6," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/4/2020,3," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/5/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/6/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/7/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/8/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,3/9/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/1/2020,10," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/10/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/11/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/12/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/13/2020,3," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/14/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/15/2020,8," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/16/2020,3," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/17/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/18/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/19/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/2/2020,5," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/21/2020,3," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/22/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/26/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/27/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/28/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/29/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/3/2020,10," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/30/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/4/2020,9," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/5/2020,11," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/6/2020,8," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/7/2020,11," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/8/2020,14," 665,822.00 ",46.47
CITY OF PARAÑAQUE,4/9/2020,10," 665,822.00 ",46.47
CITY OF PARAÑAQUE,5/1/2020,4," 665,822.00 ",46.47
CITY OF PARAÑAQUE,5/12/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,5/2/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,5/4/2020,2," 665,822.00 ",46.47
CITY OF PARAÑAQUE,5/5/2020,1," 665,822.00 ",46.47
CITY OF PARAÑAQUE,5/9/2020,1," 665,822.00 ",46.47
CITY OF PASIG,2/1/2020,1," 755,300.00 ",48.45
CITY OF PASIG,2/20/2020,1," 755,300.00 ",48.45
CITY OF PASIG,2/24/2020,1," 755,300.00 ",48.45
CITY OF PASIG,2/26/2020,1," 755,300.00 ",48.45
CITY OF PASIG,2/7/2020,1," 755,300.00 ",48.45
CITY OF PASIG,3/1/2020,4," 755,300.00 ",48.45
CITY OF PASIG,3/10/2020,10," 755,300.00 ",48.45
CITY OF PASIG,3/11/2020,4," 755,300.00 ",48.45
CITY OF PASIG,3/12/2020,3," 755,300.00 ",48.45
CITY OF PASIG,3/13/2020,11," 755,300.00 ",48.45
CITY OF PASIG,3/14/2020,11," 755,300.00 ",48.45
CITY OF PASIG,3/15/2020,5," 755,300.00 ",48.45
CITY OF PASIG,3/16/2020,12," 755,300.00 ",48.45
CITY OF PASIG,3/17/2020,8," 755,300.00 ",48.45
CITY OF PASIG,3/18/2020,7," 755,300.00 ",48.45
CITY OF PASIG,3/19/2020,6," 755,300.00 ",48.45
CITY OF PASIG,3/2/2020,1," 755,300.00 ",48.45
CITY OF PASIG,3/20/2020,5," 755,300.00 ",48.45
CITY OF PASIG,3/21/2020,5," 755,300.00 ",48.45
CITY OF PASIG,3/22/2020,6," 755,300.00 ",48.45
CITY OF PASIG,3/23/2020,1," 755,300.00 ",48.45
CITY OF PASIG,3/24/2020,4," 755,300.00 ",48.45
CITY OF PASIG,3/25/2020,14," 755,300.00 ",48.45
CITY OF PASIG,3/26/2020,6," 755,300.00 ",48.45
CITY OF PASIG,3/27/2020,6," 755,300.00 ",48.45
CITY OF PASIG,3/28/2020,8," 755,300.00 ",48.45
CITY OF PASIG,3/29/2020,2," 755,300.00 ",48.45
CITY OF PASIG,3/3/2020,1," 755,300.00 ",48.45
CITY OF PASIG,3/30/2020,8," 755,300.00 ",48.45
CITY OF PASIG,3/31/2020,5," 755,300.00 ",48.45
CITY OF PASIG,3/4/2020,1," 755,300.00 ",48.45
CITY OF PASIG,3/5/2020,4," 755,300.00 ",48.45
CITY OF PASIG,3/6/2020,3," 755,300.00 ",48.45
CITY OF PASIG,3/7/2020,4," 755,300.00 ",48.45
CITY OF PASIG,3/8/2020,2," 755,300.00 ",48.45
CITY OF PASIG,3/9/2020,6," 755,300.00 ",48.45
CITY OF PASIG,4/1/2020,5," 755,300.00 ",48.45
CITY OF PASIG,4/10/2020,6," 755,300.00 ",48.45
CITY OF PASIG,4/11/2020,4," 755,300.00 ",48.45
CITY OF PASIG,4/12/2020,3," 755,300.00 ",48.45
CITY OF PASIG,4/13/2020,10," 755,300.00 ",48.45
CITY OF PASIG,4/15/2020,3," 755,300.00 ",48.45
CITY OF PASIG,4/16/2020,5," 755,300.00 ",48.45
CITY OF PASIG,4/17/2020,1," 755,300.00 ",48.45
CITY OF PASIG,4/18/2020,2," 755,300.00 ",48.45
CITY OF PASIG,4/2/2020,8," 755,300.00 ",48.45
CITY OF PASIG,4/20/2020,2," 755,300.00 ",48.45
CITY OF PASIG,4/21/2020,2," 755,300.00 ",48.45
CITY OF PASIG,4/23/2020,3," 755,300.00 ",48.45
CITY OF PASIG,4/25/2020,3," 755,300.00 ",48.45
CITY OF PASIG,4/27/2020,1," 755,300.00 ",48.45
CITY OF PASIG,4/28/2020,2," 755,300.00 ",48.45
CITY OF PASIG,4/29/2020,2," 755,300.00 ",48.45
CITY OF PASIG,4/3/2020,7," 755,300.00 ",48.45
CITY OF PASIG,4/30/2020,2," 755,300.00 ",48.45
CITY OF PASIG,4/4/2020,8," 755,300.00 ",48.45
CITY OF PASIG,4/5/2020,5," 755,300.00 ",48.45
CITY OF PASIG,4/6/2020,6," 755,300.00 ",48.45
CITY OF PASIG,4/7/2020,5," 755,300.00 ",48.45
CITY OF PASIG,4/8/2020,6," 755,300.00 ",48.45
CITY OF PASIG,4/9/2020,6," 755,300.00 ",48.45
CITY OF PASIG,5/1/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/10/2020,2," 755,300.00 ",48.45
CITY OF PASIG,5/12/2020,4," 755,300.00 ",48.45
CITY OF PASIG,5/14/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/15/2020,2," 755,300.00 ",48.45
CITY OF PASIG,5/16/2020,3," 755,300.00 ",48.45
CITY OF PASIG,5/18/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/2/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/20/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/21/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/3/2020,3," 755,300.00 ",48.45
CITY OF PASIG,5/4/2020,4," 755,300.00 ",48.45
CITY OF PASIG,5/5/2020,3," 755,300.00 ",48.45
CITY OF PASIG,5/6/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/7/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/8/2020,1," 755,300.00 ",48.45
CITY OF PASIG,5/9/2020,1," 755,300.00 ",48.45
CITY OF SAN JUAN,2/26/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,2/27/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,3/1/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,3/10/2020,4," 122,180.00 ",7.77
CITY OF SAN JUAN,3/11/2020,4," 122,180.00 ",7.77
CITY OF SAN JUAN,3/12/2020,7," 122,180.00 ",7.77
CITY OF SAN JUAN,3/13/2020,7," 122,180.00 ",7.77
CITY OF SAN JUAN,3/14/2020,7," 122,180.00 ",7.77
CITY OF SAN JUAN,3/15/2020,15," 122,180.00 ",7.77
CITY OF SAN JUAN,3/16/2020,4," 122,180.00 ",7.77
CITY OF SAN JUAN,3/17/2020,7," 122,180.00 ",7.77
CITY OF SAN JUAN,3/18/2020,8," 122,180.00 ",7.77
CITY OF SAN JUAN,3/19/2020,9," 122,180.00 ",7.77
CITY OF SAN JUAN,3/2/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,3/20/2020,7," 122,180.00 ",7.77
CITY OF SAN JUAN,3/21/2020,5," 122,180.00 ",7.77
CITY OF SAN JUAN,3/22/2020,3," 122,180.00 ",7.77
CITY OF SAN JUAN,3/23/2020,5," 122,180.00 ",7.77
CITY OF SAN JUAN,3/24/2020,5," 122,180.00 ",7.77
CITY OF SAN JUAN,3/25/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,3/26/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,3/27/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,3/28/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,3/29/2020,4," 122,180.00 ",7.77
CITY OF SAN JUAN,3/3/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,3/30/2020,3," 122,180.00 ",7.77
CITY OF SAN JUAN,3/31/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,3/4/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,3/5/2020,7," 122,180.00 ",7.77
CITY OF SAN JUAN,3/6/2020,4," 122,180.00 ",7.77
CITY OF SAN JUAN,3/7/2020,5," 122,180.00 ",7.77
CITY OF SAN JUAN,3/8/2020,8," 122,180.00 ",7.77
CITY OF SAN JUAN,3/9/2020,7," 122,180.00 ",7.77
CITY OF SAN JUAN,4/1/2020,4," 122,180.00 ",7.77
CITY OF SAN JUAN,4/11/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,4/13/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/15/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/16/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/17/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,4/18/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/2/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/20/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/22/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/25/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,4/28/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/3/2020,3," 122,180.00 ",7.77
CITY OF SAN JUAN,4/4/2020,5," 122,180.00 ",7.77
CITY OF SAN JUAN,4/5/2020,3," 122,180.00 ",7.77
CITY OF SAN JUAN,4/6/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/7/2020,4," 122,180.00 ",7.77
CITY OF SAN JUAN,4/8/2020,1," 122,180.00 ",7.77
CITY OF SAN JUAN,4/9/2020,2," 122,180.00 ",7.77
CITY OF SAN JUAN,5/6/2020,1," 122,180.00 ",7.77
CITY OF VALENZUELA,2/8/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/10/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/11/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/13/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/14/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,3/15/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,3/16/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/17/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/18/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,3/21/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,3/23/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/24/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,3/25/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/26/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,3/27/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,3/28/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/29/2020,5," 620,422.00 ",47.02
CITY OF VALENZUELA,3/3/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,3/30/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,3/31/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,3/4/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/1/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,4/10/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/11/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/12/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,4/14/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/15/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,4/16/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/17/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/18/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/2/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,4/20/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/28/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/3/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,4/6/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,4/7/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,4/8/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,4/9/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,5/1/2020,2," 620,422.00 ",47.02
CITY OF VALENZUELA,5/16/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,5/2/2020,3," 620,422.00 ",47.02
CITY OF VALENZUELA,5/4/2020,1," 620,422.00 ",47.02
CITY OF VALENZUELA,5/9/2020,1," 620,422.00 ",47.02
PASAY CITY,2/25/2020,1," 416,522.00 ",18.5
PASAY CITY,3/10/2020,6," 416,522.00 ",18.5
PASAY CITY,3/11/2020,2," 416,522.00 ",18.5
PASAY CITY,3/12/2020,2," 416,522.00 ",18.5
PASAY CITY,3/13/2020,4," 416,522.00 ",18.5
PASAY CITY,3/14/2020,2," 416,522.00 ",18.5
PASAY CITY,3/15/2020,1," 416,522.00 ",18.5
PASAY CITY,3/16/2020,6," 416,522.00 ",18.5
PASAY CITY,3/17/2020,4," 416,522.00 ",18.5
PASAY CITY,3/18/2020,4," 416,522.00 ",18.5
PASAY CITY,3/19/2020,2," 416,522.00 ",18.5
PASAY CITY,3/20/2020,7," 416,522.00 ",18.5
PASAY CITY,3/21/2020,3," 416,522.00 ",18.5
PASAY CITY,3/22/2020,8," 416,522.00 ",18.5
PASAY CITY,3/23/2020,6," 416,522.00 ",18.5
PASAY CITY,3/24/2020,5," 416,522.00 ",18.5
PASAY CITY,3/25/2020,5," 416,522.00 ",18.5
PASAY CITY,3/26/2020,5," 416,522.00 ",18.5
PASAY CITY,3/27/2020,1," 416,522.00 ",18.5
PASAY CITY,3/28/2020,5," 416,522.00 ",18.5
PASAY CITY,3/29/2020,1," 416,522.00 ",18.5
PASAY CITY,3/30/2020,8," 416,522.00 ",18.5
PASAY CITY,3/31/2020,4," 416,522.00 ",18.5
PASAY CITY,3/5/2020,1," 416,522.00 ",18.5
PASAY CITY,3/6/2020,1," 416,522.00 ",18.5
PASAY CITY,3/7/2020,1," 416,522.00 ",18.5
PASAY CITY,3/9/2020,2," 416,522.00 ",18.5
PASAY CITY,4/1/2020,3," 416,522.00 ",18.5
PASAY CITY,4/10/2020,4," 416,522.00 ",18.5
PASAY CITY,4/11/2020,2," 416,522.00 ",18.5
PASAY CITY,4/12/2020,4," 416,522.00 ",18.5
PASAY CITY,4/14/2020,3," 416,522.00 ",18.5
PASAY CITY,4/15/2020,8," 416,522.00 ",18.5
PASAY CITY,4/16/2020,5," 416,522.00 ",18.5
PASAY CITY,4/17/2020,1," 416,522.00 ",18.5
PASAY CITY,4/18/2020,10," 416,522.00 ",18.5
PASAY CITY,4/19/2020,1," 416,522.00 ",18.5
PASAY CITY,4/2/2020,7," 416,522.00 ",18.5
PASAY CITY,4/20/2020,2," 416,522.00 ",18.5
PASAY CITY,4/21/2020,2," 416,522.00 ",18.5
PASAY CITY,4/22/2020,1," 416,522.00 ",18.5
PASAY CITY,4/23/2020,1," 416,522.00 ",18.5
PASAY CITY,4/24/2020,3," 416,522.00 ",18.5
PASAY CITY,4/25/2020,3," 416,522.00 ",18.5
PASAY CITY,4/26/2020,1," 416,522.00 ",18.5
PASAY CITY,4/27/2020,7," 416,522.00 ",18.5
PASAY CITY,4/28/2020,4," 416,522.00 ",18.5
PASAY CITY,4/29/2020,3," 416,522.00 ",18.5
PASAY CITY,4/3/2020,4," 416,522.00 ",18.5
PASAY CITY,4/30/2020,5," 416,522.00 ",18.5
PASAY CITY,4/4/2020,3," 416,522.00 ",18.5
PASAY CITY,4/5/2020,7," 416,522.00 ",18.5
PASAY CITY,4/6/2020,8," 416,522.00 ",18.5
PASAY CITY,4/7/2020,10," 416,522.00 ",18.5
PASAY CITY,4/8/2020,7," 416,522.00 ",18.5
PASAY CITY,4/9/2020,5," 416,522.00 ",18.5
